asset_id,channel,file,archive_path,external_only,bytes,sha256,source_file,source_copy,readiness,readiness_holds,destination_status,source_sha256,width,height,pages
w01-wide,social format export,downloads/publishing-kit/weeks/w01/w01-wide.png,weeks/w01/w01-wide.png,False,838455,287ec928b3bd038272c7c6824662e0a078ab809daefcc5178db5a96533d9215c,assets/exports/w01-wide.webp,CAMPAIGN.weeks[id=w01],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,1196ee5bde5ecd1a112094889f46afd00c311ac759cf57dd8826f51723ac542d,1600,900,
w02,LinkedIn caption,downloads/publishing-kit/weeks/w02/caption.txt,weeks/w02/caption.txt,False,687,dbe89d56f482599aa999ab53efccb06de84c33ac43477b229b54be4129697e42,campaign-data.js,CAMPAIGN.weeks[id=w02].caption,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w02,complete source copy,downloads/publishing-kit/weeks/w02/source-copy.json,weeks/w02/source-copy.json,False,1314,779bda3bdc586f4e6e4e77d2e3b0c384e4dc4aa8e5df0f255d50c49d4ef2dbaa,campaign-data.js,CAMPAIGN.weeks[id=w02],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w02,instructions,downloads/publishing-kit/weeks/w02/README.txt,weeks/w02/README.txt,False,675,766651341260a41b6d1df1a0936d34f1b5cf1326c4e2050309beb8045b9ce96d,campaign-data.js,,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w02-feed,social format export,downloads/publishing-kit/weeks/w02/w02-feed.png,weeks/w02/w02-feed.png,False,637188,a6f978bdde1aec54b0c9a6372af228d1b343d408ad73a62f76b41c79bd3af4b1,assets/exports/w02-feed.webp,CAMPAIGN.weeks[id=w02],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,6dd983d7703a1f65f6d4225cfefad817c55ac4a8e8111307247f13a46e7119f1,1080,1350,
w02-square,social format export,downloads/publishing-kit/weeks/w02/w02-square.png,weeks/w02/w02-square.png,False,529955,6be3f7f06fac2b015bd0ad3a8dfca04c448b62f8fe71134985e6767ebb5c40e1,assets/exports/w02-square.webp,CAMPAIGN.weeks[id=w02],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,e1e858f6d22338414e9e572a58c037a64648c3360cfd9d5a4825a56d93e7953b,1080,1080,
w02-story,social format export,downloads/publishing-kit/weeks/w02/w02-story.png,weeks/w02/w02-story.png,False,854724,10112c15f7d37d21aaec3dce271007941d3282fc28861208d4f2a2a3eb33e0d5,assets/exports/w02-story.webp,CAMPAIGN.weeks[id=w02],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,d08bf2b02c76e851180fc45f6efec6d743915a0492f24eeecd976b2468d2b38f,1080,1920,
w02-wide,social format export,downloads/publishing-kit/weeks/w02/w02-wide.png,weeks/w02/w02-wide.png,False,884640,25864decea5c1a8afa261038b2077f041969f7bad6e61e20044983b782a88fcb,assets/exports/w02-wide.webp,CAMPAIGN.weeks[id=w02],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,45316dfa63e950147ab673894f9474fd7ab6256f696e42adc21ec8755505828b,1600,900,
w03,LinkedIn caption,downloads/publishing-kit/weeks/w03/caption.txt,weeks/w03/caption.txt,False,691,b5007268c4f313a6d4e7e4106ea4af606399fd35a266af0aae023c4bd9cb4ef1,campaign-data.js,CAMPAIGN.weeks[id=w03].caption,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w03,complete source copy,downloads/publishing-kit/weeks/w03/source-copy.json,weeks/w03/source-copy.json,False,1389,5858e8c7de5710b6b04a69aaaaf2eb45d76bdaee786be9aea45d0debc90e9955,campaign-data.js,CAMPAIGN.weeks[id=w03],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w03,instructions,downloads/publishing-kit/weeks/w03/README.txt,weeks/w03/README.txt,False,731,a616b1dcf1f2589319462980fc83565898a85d650c79def37e0a86d60d77acc7,campaign-data.js,,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w03-feed,social format export,downloads/publishing-kit/weeks/w03/w03-feed.png,weeks/w03/w03-feed.png,False,598230,118def1727515662315a06d540c782016aa5a267a9bfc55a191bc7c09c76b4bd,assets/exports/w03-feed.webp,CAMPAIGN.weeks[id=w03],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,1bc89bffd3ff6168b9b2d39bf8ddf07a1e6eec60ca85bbdd2f6c015f6f8c3921,1080,1350,
w03-square,social format export,downloads/publishing-kit/weeks/w03/w03-square.png,weeks/w03/w03-square.png,False,511646,cf9ae058ff986dba03bccb0f47a0b9714c077ae4bc1d49e104c5cc4537ad75f3,assets/exports/w03-square.webp,CAMPAIGN.weeks[id=w03],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,79eff833b569e96644af2693f7c15e5e671ffbd5d5ed4cb9c56a1efb8fbb517f,1080,1080,
w03-story,social format export,downloads/publishing-kit/weeks/w03/w03-story.png,weeks/w03/w03-story.png,False,760137,4e6ae828d3fd2858b95294060f5976c6c320609312d504660078ea57c8335d3f,assets/exports/w03-story.webp,CAMPAIGN.weeks[id=w03],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,9b6776ccffd77b024de81225dbb13396ed379b892f0ab68eb052965c48712bef,1080,1920,
w03-wide,social format export,downloads/publishing-kit/weeks/w03/w03-wide.png,weeks/w03/w03-wide.png,False,698409,76429dbab3f5d2aaeab25abe36653cab34132de3b081f1844eeacc3cbd099088,assets/exports/w03-wide.webp,CAMPAIGN.weeks[id=w03],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,0b4308372f284991d7bfc51479fd77d15a340e98349772ee9f252eb30fff696d,1600,900,
w04,LinkedIn caption,downloads/publishing-kit/weeks/w04/caption.txt,weeks/w04/caption.txt,False,688,ab7a282b6b9888f034565ef4ada71c15997a84a49a07ee32be021e9cf38842fb,campaign-data.js,CAMPAIGN.weeks[id=w04].caption,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w04,complete source copy,downloads/publishing-kit/weeks/w04/source-copy.json,weeks/w04/source-copy.json,False,1327,b19e27beb81c5465962aa1df399b453ab7c8957d701b230f233f0f44867d961e,campaign-data.js,CAMPAIGN.weeks[id=w04],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w04,instructions,downloads/publishing-kit/weeks/w04/README.txt,weeks/w04/README.txt,False,694,956c59d2ff602092aa5947b5201d64a66afe44127cc9ca177a009c0b5f0b6c40,campaign-data.js,,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w04-feed,social format export,downloads/publishing-kit/weeks/w04/w04-feed.png,weeks/w04/w04-feed.png,False,915417,72bd33c356101dfada6a97483fa67aefd3109f7565a21b9e5e397e4af5514889,assets/exports/w04-feed.webp,CAMPAIGN.weeks[id=w04],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,000e9fcf4a994bead2e8beebaa0c0a9b0aa3c46025a1931a2268c48c06125ae1,1080,1350,
w04-square,social format export,downloads/publishing-kit/weeks/w04/w04-square.png,weeks/w04/w04-square.png,False,753614,f60c2c787c6e6aa74caf224d2a963971ce3d8e89967cbcc338c7eadc9bf0c24d,assets/exports/w04-square.webp,CAMPAIGN.weeks[id=w04],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,96045a22bbacec48638f20a1a826a67188f080a74e0bcc59e756e673ccb9fb47,1080,1080,
w04-story,social format export,downloads/publishing-kit/weeks/w04/w04-story.png,weeks/w04/w04-story.png,False,1266742,06ede19768f9393592f1447c1e3cba21417c8f3ba5477353024069e16e8ba069,assets/exports/w04-story.webp,CAMPAIGN.weeks[id=w04],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,c8b731d6e85495cace2811024a568d60333e70f504d1e172848d4b22e529e154,1080,1920,
w04-wide,social format export,downloads/publishing-kit/weeks/w04/w04-wide.png,weeks/w04/w04-wide.png,False,1340451,a8521175a579770c3068f631492d1788d370240ffc82b61961a6789e4ca119f0,assets/exports/w04-wide.webp,CAMPAIGN.weeks[id=w04],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,049d17b619e2ad8da230a0f9bee2c8de56d08ccc839e11d860b19c09a32d7bdd,1600,900,
w05,LinkedIn caption,downloads/publishing-kit/weeks/w05/caption.txt,weeks/w05/caption.txt,False,688,949d06d931c3b3341abee9fe13a1a855483153a1529ebdff6f2cdaebad5b1175,campaign-data.js,CAMPAIGN.weeks[id=w05].caption,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w05,complete source copy,downloads/publishing-kit/weeks/w05/source-copy.json,weeks/w05/source-copy.json,False,1334,a272e4ff62e379e54b10c41b2cea3bce87aa94ec93448f65d348c6d6c68f7ab0,campaign-data.js,CAMPAIGN.weeks[id=w05],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w05,instructions,downloads/publishing-kit/weeks/w05/README.txt,weeks/w05/README.txt,False,718,8b7fedeabc3ef0c0a4213231b873935a40769c5f3f748a73feed5784ce7885a5,campaign-data.js,,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w05-feed,social format export,downloads/publishing-kit/weeks/w05/w05-feed.png,weeks/w05/w05-feed.png,False,418294,ee00f76392faf051fa9ca43f2e0bfc314ac587e69017d4ae4dd3f208de6adb9d,assets/exports/w05-feed.webp,CAMPAIGN.weeks[id=w05],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,5e2f29c28e0131c52ee556f87d9f900e7c8bf11d25f0584b8f533ffb5f2d180c,1080,1350,
w05-square,social format export,downloads/publishing-kit/weeks/w05/w05-square.png,weeks/w05/w05-square.png,False,399498,47b16240336d598e836e75831fd02772bc0b347b9a8883cfb8c1d8b5468351cf,assets/exports/w05-square.webp,CAMPAIGN.weeks[id=w05],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,82b5b4453779e8ba4a65eebd1e2a3ee87eef80e75388c9c61bbde59539cefd8c,1080,1080,
w05-story,social format export,downloads/publishing-kit/weeks/w05/w05-story.png,weeks/w05/w05-story.png,False,507288,692135303da861793da3ad2e109af148e322d28e7302c05e7385d15187e9b49b,assets/exports/w05-story.webp,CAMPAIGN.weeks[id=w05],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,6b8f0544eb73808031d268260b2a21d8ab06341841eaaa1f744d86f22879139f,1080,1920,
w05-wide,social format export,downloads/publishing-kit/weeks/w05/w05-wide.png,weeks/w05/w05-wide.png,False,970196,81e8e1f3ddfd7a6fbef9de2278c1dcd6826310fbd8703404022e4756791cc5f0,assets/exports/w05-wide.webp,CAMPAIGN.weeks[id=w05],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,b938954aef5b436d02d7b54d8d12bc1c97967db629ed798dc6bc382323999aec,1600,900,
w06,LinkedIn caption,downloads/publishing-kit/weeks/w06/caption.txt,weeks/w06/caption.txt,False,702,8997c49cb61095ba1ec02615f5750d044281fb7d33644fae702df3c7e6716a7b,campaign-data.js,CAMPAIGN.weeks[id=w06].caption,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w06,complete source copy,downloads/publishing-kit/weeks/w06/source-copy.json,weeks/w06/source-copy.json,False,1371,5fd75b0eab5aa7abfc20d980c27fd5680cc4251ee76dd6f3e3a763114a04ba44,campaign-data.js,CAMPAIGN.weeks[id=w06],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w06,instructions,downloads/publishing-kit/weeks/w06/README.txt,weeks/w06/README.txt,False,725,59f2d2dd1366bb06ac1f789b02d1434caaec9ad57cd67a0154273fbf666f2425,campaign-data.js,,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w06-feed,social format export,downloads/publishing-kit/weeks/w06/w06-feed.png,weeks/w06/w06-feed.png,False,620098,aa92ead29f7eeae472051d7d8f49b65932ecc21c88e43df468ba00b04d8cb05d,assets/exports/w06-feed.webp,CAMPAIGN.weeks[id=w06],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,651827b6f6c820a46663749e2ca634e79031c7c0547bafec2bca70cb98bc8135,1080,1350,
w06-square,social format export,downloads/publishing-kit/weeks/w06/w06-square.png,weeks/w06/w06-square.png,False,563128,d6e2b99e3b02c1760cd0c8a70ae91dd26cc9b66562fd443cdd1f251c202b615c,assets/exports/w06-square.webp,CAMPAIGN.weeks[id=w06],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,66e2f0b79d88614612d72af27294d6dedebe5d1ca05e495a607044dc260c9326,1080,1080,
w06-story,social format export,downloads/publishing-kit/weeks/w06/w06-story.png,weeks/w06/w06-story.png,False,774101,4ddab101bb0a63c56625dafb526c9d0ef4d5582c5a1ec1c08fcfbc8d31732701,assets/exports/w06-story.webp,CAMPAIGN.weeks[id=w06],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,675e30b884b86fbca9bdf7e89dfd1ec8eb11add27e0e63d0644e31f16215cc34,1080,1920,
w06-wide,social format export,downloads/publishing-kit/weeks/w06/w06-wide.png,weeks/w06/w06-wide.png,False,1066752,d686672048086fd3296143cdd3228aa057c556d251392975ccd00a219e536776,assets/exports/w06-wide.webp,CAMPAIGN.weeks[id=w06],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,a85ead120e130816254b31ef3996080891d3ab80873b58d9ab99ab0f2b9fc5f5,1600,900,
w07,LinkedIn caption,downloads/publishing-kit/weeks/w07/caption.txt,weeks/w07/caption.txt,False,620,f7ff07b39a783c9b399203f36b436898d23c6fd3d94cbae8f90aa189007516b5,campaign-data.js,CAMPAIGN.weeks[id=w07].caption,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w07,complete source copy,downloads/publishing-kit/weeks/w07/source-copy.json,weeks/w07/source-copy.json,False,1285,27d82adcd37ef7243c33ffc0ba8c38f5af298f68fb09313274017636bea54ca3,campaign-data.js,CAMPAIGN.weeks[id=w07],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w07,instructions,downloads/publishing-kit/weeks/w07/README.txt,weeks/w07/README.txt,False,715,e0b3a46ebe6c8e6e13d28decf65595c870426aa867127cfb0c7643d2730d7a4c,campaign-data.js,,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3e4fe0cb7bd76e0959ceb2683f2d8c8e36a9fdff743e6d9b5fcbe0b3c50dca8b,,,
w07-feed,social format export,downloads/publishing-kit/weeks/w07/w07-feed.png,weeks/w07/w07-feed.png,False,749832,4116665b95cb039ec90b05417606f72d0740e8bef99df8bf94fab8efee90f3b0,assets/exports/w07-feed.webp,CAMPAIGN.weeks[id=w07],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,ecebfead6f3b37a7ae7b9d59c54813e195a64b9e74116b42e4ce6705f54e789a,1080,1350,
w07-square,social format export,downloads/publishing-kit/weeks/w07/w07-square.png,weeks/w07/w07-square.png,False,652457,21307357f51db827939608b26d4b15dac0f5c507cccb44f2acc7bf96f5426ae0,assets/exports/w07-square.webp,CAMPAIGN.weeks[id=w07],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,35ce98984b19b04a1f2bef8a812c142e8a3bea6164582c0b8e401f3d9c4bcca1,1080,1080,
w07-story,social format export,downloads/publishing-kit/weeks/w07/w07-story.png,weeks/w07/w07-story.png,False,969401,8c135991dd14c45098cf082d94b25101c5c85862deb4fc0bdfc3ad792634a649,assets/exports/w07-story.webp,CAMPAIGN.weeks[id=w07],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,ef0c1003015ca869b2859dec3f08a394540b949f544e3f797ef6f59f5a98ef4e,1080,1920,
